"pitches","Fastball_pct","Zone","CStr","Swing","Contact","foul_pct","exit_velo","launch_angle","Hard","BABIP","wOBA","xwOBA","flare","barrel","barrelperPA","shifted"
2594,49.19,43.4,14.4,45.8,67,52.9,93.2,16.3,60.3,0.305,0.405,0.404,20.2,22.5,12.6,80.6
